frequency_Hz,impedance_ohm,phase_deg,resistance_ohm,reactance_ohm
1072.2672220103232,1119.160138153873,-11.213683128498849,1097.7939622892404,-217.6415199218335
1149.7569953977356,1111.3495063089372,-10.787755913160396,1091.7089283448277,-208.0128384146193
1232.8467394420659,1104.4590223316281,-10.362209144023812,1086.4456521409425,-198.65944969665512
1321.9411484660286,1097.7939828312844,-9.94421427374669,1081.3011188292908,-189.57721160281415
1519.9110829529332,1085.3555210715438,-9.149463655643885,1071.5464346479666,-172.58286564347407
1629.7508346206434,1079.428250475364,-8.769821272470201,1066.8084656593098,-164.57534907128124
1747.5284000076829,1074.1139236505253,-8.400792230652309,1062.5890174189678,-156.9245074566714
1873.817422860383,1068.8871270827744,-8.049051170701773,1058.3570487821748,-149.66645494683254
2154.4346900318847,1059.2183653483414,-7.365085101216185,1050.4792457816122,-135.78254553994583
2310.1297000831605,1054.67463632642,-7.0417644699727475,1046.7192825440654,-129.29552219896686
2477.0763559917114,1050.6147923203819,-6.736197298794222,1043.3621286124326,-123.23518336795304
2656.0877829466867,1046.7256585039893,-6.429208630804905,1040.1427638294576,-117.20765770130744
3053.8555088334156,1039.4792229848451,-5.854016933916536,1034.0583321048016,-106.02085088233001
3274.5491628777286,1035.9723427586964,-5.573626101405108,1031.0744862470067,-100.61858064698262
3511.191734215131,1033.0432278210874,-5.308153408032802,1028.613066788871,-95.56918634269411
3764.9358067924672,1030.2049977888219,-5.051680014311602,1026.203351464065,-90.71394001468003
4328.761281083057,1024.9325918949273,-4.5653747918211005,1021.6806473974614,-81.58108029413273
4641.588833612782,1022.612751937321,-4.328755233702167,1019.6956244123029,-77.18597009317573
4977.023564332114,1020.3003378120831,-4.109608356561505,1017.6769201226261,-73.1195294649583
5336.699231206313,1018.3988864472054,-3.897089379455298,1016.0440760231094,-69.21508141477541
5722.3676593502205,1016.4435696970531,-3.6990954944701664,1014.3259486641496,-65.57743701198585
6579.332246575683,1012.9569302736721,-3.308365585213498,1011.2687374909948,-58.457532986182
7054.8023107186455,1011.5035414728774,-3.126194117633795,1009.9982649628469,-55.16266114150015
7564.633275546291,1009.7336457151857,-2.956176873697114,1008.3899650967461,-52.07411623314716
8111.308307896872,1008.783965873655,-2.791203707499837,1007.5871699935414,-49.12417600516121
9326.0334688322,1006.086746663841,-2.4812877065878163,1005.1434538219415,-43.55661891756838
10000.0,1005.0498579082913,-2.3246728651688393,1004.2227227898398,-40.76689728243877
10722.672220103232,1004.16847653119,-2.1947866022899514,1003.4318237759652,-38.456524707928715
11497.569953977356,1003.3395887814439,-2.048050615512972,1002.6986628894547,-35.856963839911074
13219.411484660288,1001.5756631102433,-1.8177667550393601,1001.0716423938044,-31.77067405162736
14174.741629268048,1000.4721716775155,-1.6926046705505782,1000.035646559752,-29.55117444269763
15199.11082952933,1000.1932818491509,-1.575146467045437,999.8153415463457,-27.49334218932093
16297.508346206434,999.5927444349423,-1.4767407635787981,999.2607488416726,-25.76063957590824
18738.17422860383,998.3044553212326,-1.2420103887083958,998.0699130105247,-21.63872125118705
20092.33002565046,998.0800218669546,-1.1334989463070109,997.8847147005729,-19.744017243122666
21544.346900318866,997.2373677044371,-1.043859669480966,997.071868653559,-18.1674512734925
23101.29700083158,997.3077446782511,-0.9531326731551897,997.1697537200388,-16.58975169003184
26560.87782946684,995.9856664993829,-0.7767529515153695,995.8941420761569,-13.50206097658478
28480.35868435805,995.739530469702,-0.6948162083625953,995.6663146299557,-12.07486858002451
30538.555088334124,995.6360340612396,-0.6287973993153128,995.5760767069879,-10.926472894560206
32745.491628777316,995.1976443249325,-0.4931387287208274,995.1607831121164,-8.565455362917245
35111.917342151275,995.421370913961,-0.46544411135281627,995.3885262825942,-8.086248647853163
40370.17258596558,994.8155922501927,-0.32274274697575184,994.7998096281253,-5.603690564906235
43287.612810830615,993.5968573300546,-0.3203633473279037,993.5813256132695,-5.555563764286351
46415.88833612782,992.5512966761294,-0.05005797508203222,992.5509178636929,-0.8671686148269706
49770.23564332114,992.4623511683257,-0.15693066758364305,992.4586285016347,-2.7183081530698754
57223.676593502205,992.6632578688638,0.22137451889874243,992.6558484967356,3.8353576172220585
61359.072734131754,997.3524386172764,0.20654412467735583,997.3459582650108,3.595323111403713
65793.32246575682,991.2294167818577,0.28961712265702505,991.2167534943864,5.010417722183999
70548.02310718645,994.7479257888851,0.48745220011502627,994.7119260598358,8.462860959565933
81113.08307896872,996.8461746462007,0.6865767162571261,996.774605500744,11.944946027501189
86974.90026177834,997.986435247472,0.6321781631452312,997.9256883709331,11.011150137733916
93260.334688322,996.1553745080341,0.4069065807558358,996.1302533634096,7.074496122784158
100000.0,991.4585592229841,0.9376825514661898,991.3257888173936,16.225137351897782
114975.69953977356,996.3354794817429,0.8625162395997891,996.2225891640006,14.998016985240843
123284.67394420659,994.6050817228307,1.0319685845950668,994.4437585979178,17.91311180462277
132194.11484660287,994.5858558840703,1.16180279682712,994.3813918275567,20.166117914452922
141747.4162926805,995.3799373638074,1.196251548974031,995.1629957470184,20.780558274428934
162975.08346206468,995.2899213032534,1.4911423461320352,994.9528761859398,25.89983816865264
174752.8400007683,995.1958093439621,1.6376746880259516,994.7893108099415,28.441625025048587
187381.74228603867,995.779165654185,1.7834069275211861,995.2968252871847,30.989939080226495
200923.3002565046,996.369198202906,1.9006372322825769,995.8210428335517,33.045873833192985
215443.46900318866,995.8307418539691,2.114269471605963,995.1528168301104,36.738774836992114
247707.6355991714,997.9747161530726,2.3929025262704875,997.1044919306678,41.6673283579659
265608.7782946684,998.8458301199631,2.633652826976102,997.7908026156937,45.89669447321782
284803.5868435805,999.4663336269091,2.8453962227737333,998.2341110788306,49.61463022408866
305385.55088334123,1000.0203243870403,3.0665128258622794,998.5884020426765,53.496284852456526
351119.17342151277,1002.194595594567,3.495844957895556,1000.3297349279121,61.10997347414469
376493.58067924716,1003.1546584200443,3.765136273343516,1000.9894598013572,65.87389525770298
403701.72585965495,1004.4365385322074,4.018443624489493,1001.967175326105,70.3884898800129
432876.12810830615,1006.2388103880218,4.286761773214062,1003.4237876752364,75.21466518295067
497702.35643321136,1009.3478277927034,4.85805768582713,1005.7218033611994,85.47918877566521
533669.9231206313,1011.9785442952528,5.212908119328013,1007.7929552977319,91.94527375674534
572236.765935022,1014.7596798018711,5.559339712600509,1009.9866558184398,98.30647394897557
613590.7273413176,1017.7921181000538,5.891962218434487,1012.4153540482607,104.4794073199535
705480.2310718645,1025.447605544495,6.740086633998793,1018.3605100203044,120.35224695917995
756463.3275546291,1029.0412424314054,7.152584970905082,1021.0333267302309,128.12815588686198
811130.8307896872,1034.582456376664,7.569123682528276,1025.5677963837788,136.27748920086458
869749.0026177834,1039.4877729666691,8.047055431952188,1029.2523898657473,145.51408214620832
932603.3468832199,1047.2832184745807,8.519864757436837,1035.7259848369245,155.15741694182418
