frequency_Hz,impedance_ohm,phase_deg,resistance_ohm,reactance_ohm
1000.0,1123.9605163923707,-11.720918936478759,1100.5244861654364,-228.32673465739092
1072.2672220103232,1116.0568255129574,-11.270834471108495,1094.5328603184753,-218.12990500414472
1149.7569953977356,1108.3814193127334,-10.839953216422142,1088.6038470803471,-208.4491180110337
1232.8467394420659,1101.5351349599273,-10.412367595539155,1083.3955851785415,-199.08204230123533
1321.9411484660286,1094.6993847208728,-9.991020569595372,1078.098219475128,-189.92359535564933
1417.4741629268049,1088.0313719716958,-9.591698163908406,1072.8209007413159,-181.29418448257564
1519.9110829529332,1082.036328566455,-9.207427030267302,1068.0948661159255,-173.13570779702388
1629.7508346206434,1076.3546906583138,-8.82787458315932,1063.6040168933318,-165.18448883149787
1747.5284000076829,1070.606168084436,-8.456525745217315,1058.9662507207825,-157.4422020133366
1873.817422860383,1065.2136067438423,-8.105950983255388,1054.5710765335775,-150.19944251240298
2009.2330025650479,1060.104034305522,-7.758809797785851,1050.3989419448621,-143.11752622218413
2154.4346900318847,1055.6670304609515,-7.427047622188207,1046.8102494099617,-136.45944794149344
2310.1297000831605,1051.1643476621705,-7.096382369655827,1043.1121555093268,-129.85960428371175
2477.0763559917114,1046.673756188817,-6.774181260852136,1039.366678344904,-123.46197730754182
2656.0877829466867,1042.7373393575128,-6.469802446236651,1036.0965425909092,-117.49516297086079
2848.035868435802,1039.1796158343202,-6.163272158931079,1033.1731469005892,-111.56846547792459
3053.8555088334156,1035.405866347347,-5.897929322489795,1029.924977910012,-106.39477404253032
3274.5491628777286,1032.1293530733071,-5.606467378422787,1027.1920371899437,-100.8341222458796
3511.191734215131,1028.9365915571,-5.34183958407539,1024.4678995126471,-95.79160878327141
3764.9358067924672,1025.7550488487625,-5.076777744680166,1021.7310250095067,-90.76966878726543
4037.017258596554,1023.0445839499409,-4.832264128332446,1019.4082548299458,-86.1802224055613
4328.761281083057,1020.7327516631934,-4.582922331040277,1017.4692020268036,-81.55840388858759
4641.588833612782,1018.1806411542561,-4.340269470549518,1015.2606920961399,-77.05546772137086
4977.023564332114,1015.4937428691345,-4.110294888658182,1012.8818119162739,-72.78720282831097
5336.699231206313,1013.5424154149715,-3.9019574615067922,1011.19297804968,-68.97092857308762
5722.3676593502205,1011.892275955155,-3.691845793806471,1009.7923892707705,-65.15603355432445
6135.907273413176,1009.9704638632056,-3.5015850598232263,1008.0849592573845,-61.685109995006556
6579.332246575683,1008.3855901761334,-3.2921283902757565,1006.721467223244,-57.90842690617443
7054.8023107186455,1006.5925287773414,-3.114838469337191,1005.1054206842058,-54.69563329543357
7564.633275546291,1005.1758508138917,-2.921081780052542,1003.8697997818747,-51.22417539921777
8111.308307896872,1003.8175249573986,-2.7541251456224995,1002.6580450442084,-48.23347509483111
8697.490026177835,1002.3679172148221,-2.5852597043778944,1001.3477142829769,-45.21279201551539
9326.0334688322,1000.8670690933811,-2.4250807543194646,999.9706962024376,-42.34969577207536
10000.0,999.8442423556108,-2.2525838161212683,999.0716274751882,-39.298755015195006
10722.672220103232,998.9564217776422,-2.125264935510283,998.2692779637492,-37.045664854679295
11497.569953977356,997.9172328696441,-1.9669171715868587,997.3292715525018,-34.25095272782061
12328.467394420659,996.9585699803947,-1.8500269549274444,996.4389088543415,-32.185263375074165
13219.411484660288,996.2128810631484,-1.7403430456472588,995.7533517441118,-30.255030763590955
14174.741629268048,995.3615155483143,-1.5825110884851679,994.9818759553667,-27.488418560846203
15199.11082952933,995.198287910753,-1.5070977998979567,994.8540234506764,-26.174496833654622
16297.508346206434,993.1977315255356,-1.380939930256891,992.9092692601582,-23.93568308464392
17475.28400007683,993.3004511543869,-1.2145675561494502,993.0772828770496,-21.05460750156728
18738.17422860383,992.4972188323342,-1.0910028148022146,992.3172933573708,-18.89758433821179
20092.33002565046,992.606830228187,-0.9841045954242089,992.4604191827683,-17.048043031758613
21544.346900318866,992.3621137303492,-0.860422532329167,992.2502188275951,-14.901946314364492
23101.29700083158,991.3972958219391,-0.7797198258090067,991.305495771209,-13.491190342251326
24770.76355991714,990.9580302267188,-0.6212588332030731,990.8997768775774,-10.744759410329412
26560.87782946684,990.2752523141633,-0.5201615980119618,990.2344434736741,-8.990122594419406
28480.35868435805,990.3954713399335,-0.385024972823265,990.3731093962815,-6.65536140190988
30538.555088334124,990.5932889740095,-0.3012177693777045,990.5795997037737,-5.207764497070226
32745.491628777316,989.0503439139411,-0.16507538419310136,989.0462389677292,-2.8495578735494913
35111.917342151275,987.7375599744904,-0.06709811222329935,987.7368826654664,-1.1567223809649705
37649.35806792471,988.1109936045417,0.06552872684844464,988.1103473644704,1.130094429822869
40370.17258596558,986.7092432676923,0.18879816125797788,986.703886422896,3.2513486209174967
43287.612810830615,984.3824589751599,0.3647391777088545,984.362513151806,6.266437540039549
